learnable	normalized	partOfSpeech	source
calendrier	calendrier	noun	Duolingo
calme	calme	adjective	Duolingo
calme	calme	noun	Duolingo
calmement	calmement	adverb	Duolingo
calmes	calmes	adjective	Duolingo
caméra	camera	noun	Duolingo
caméras	cameras	noun	Duolingo
cameroun	cameroun	proper noun	Duolingo
campagne	campagne	noun	Duolingo
camping	camping	noun	Duolingo
canada	canada	proper noun	Duolingo
canadien	canadien	adjective	Duolingo
canadienne	canadienne	adjective	Duolingo
canadiennes	canadiennes	adjective	Duolingo
canadiens	canadiens	adjective	Duolingo
canapé	canape	noun	Duolingo
canapés	canapes	noun	Duolingo
canard	canard	noun	Duolingo
canards	canards	noun	Duolingo
candidat	candidat	noun	Duolingo
candidate	candidate	noun	Duolingo
candidates	candidates	noun	Duolingo
candidats	candidats	noun	Duolingo
capable	capable	adjective	Duolingo
capital	capital	noun	Duolingo
capitales	capitales	noun	Duolingo
car	car	conjunction	Duolingo
caractère	caractere	noun	Duolingo
caractères	caracteres	noun	Duolingo
carotte	carotte	noun	Duolingo
carottes	carottes	noun	Duolingo
carré	carre	adjective	Duolingo
carrément	carrement	adverb	Duolingo
carrés	carres	adjective	Duolingo
carrière	carriere	noun	Duolingo
carrières	carrieres	noun	Duolingo
carte	carte		Duolingo
carte	carte	noun	Duolingo
carte bancaire	carte bancaire		Duolingo
carte d'identité	carte d'identite		Duolingo
carte de crédit	carte de credit		Duolingo
carte postale	carte postale		Duolingo
cartes	cartes	noun	Duolingo
cas	cas	noun	Duolingo
casque	casque	noun	Duolingo
casquette	casquette	noun	Duolingo
casquettes	casquettes	noun	Duolingo
cassé	casse		Duolingo
cassé	casse	verb	Duolingo
cassée	cassee	adjective	Duolingo
cassées	cassees	adjective	Duolingo
casser	casser	verb	Duolingo
cassés	casses	adjective	Duolingo
casses	casses	verb	Duolingo
catégories	categories	noun	Duolingo
cathédrale	cathedrale	noun	Duolingo
cathédrales	cathedrales	noun	Duolingo
cauchemar	cauchemar	noun	Duolingo
cauchemars	cauchemars	noun	Duolingo
cave	cave	noun	Duolingo
cdd	cdd	noun	Duolingo
cdi	cdi	noun	Duolingo
ce	ce		Duolingo
ce	ce	determiner	Duolingo
ce	ce	pronoun	Duolingo
ce dont	ce dont		Duolingo
ce jour-là	ce jour-la		Duolingo
ce matin-là	ce matin-la		Duolingo
ce qu'	ce qu'		Duolingo
ce qu'	ce qu'	pronoun	Duolingo
ce que	ce que		Duolingo
ce que	ce que	pronoun	Duolingo
ce qui	ce qui		Duolingo
ce sera tout	ce sera tout		Duolingo
ce soir	ce soir		Duolingo
ce sont	ce sont		Duolingo
ce sont des	ce sont des		Duolingo
ce sont les	ce sont les		Duolingo
ce sont mes	ce sont mes		Duolingo
ceci	ceci	pronoun	Duolingo
ceinture	ceinture	noun	Duolingo
ceintures	ceintures	noun	Duolingo
cela	cela	pronoun	Duolingo
cela vous dérangerait-il	cela vous derangerait-il		Duolingo
célèbre	celebre	adjective	Duolingo
célibataire	celibataire	adjective	Duolingo
célibataire	celibataire	noun	Duolingo
celle	celle	pronoun	Duolingo
celle dont	celle dont		Duolingo
celle-ci	celle-ci		Duolingo
celle-là	celle-la		Duolingo
celles	celles	pronoun	Duolingo
celles dont	celles dont		Duolingo
celles-ci	celles-ci		Duolingo
celles-là	celles-la		Duolingo
celui	celui	pronoun	Duolingo
celui dont	celui dont		Duolingo
celui-ci	celui-ci		Duolingo
celui-là	celui-la		Duolingo
cent	cent	numeral	Duolingo
cent mille	cent mille		Duolingo
centaine	centaine	noun	Duolingo
centaines	centaines	noun	Duolingo
centime	centime	noun	Duolingo
centimes	centimes	noun	Duolingo
centimètre	centimetre	noun	Duolingo
centimètres	centimetres	noun	Duolingo
centre	centre	noun	Duolingo
centre-ville	centre-ville		Duolingo
cents	cents	noun	Duolingo
cents	cents	numeral	Duolingo
cependant	cependant	conjunction	Duolingo
cercle	cercle	noun	Duolingo
céréales	cereales	noun	Duolingo
cerf-volant	cerf-volant		Duolingo
certain	certain	adjective	Duolingo
certaine	certaine	adjective	Duolingo
certainement	certainement	adverb	Duolingo
certains	certains	adjective	Duolingo
certains	certains	determiner	Duolingo
cerveau	cerveau	noun	Duolingo
ces	ces	determiner	Duolingo
cet	cet	determiner	Duolingo
cette	cette		Duolingo
cette	cette	determiner	Duolingo
cette année-là	cette annee-la		Duolingo
ceux	ceux	pronoun	Duolingo
ceux dont	ceux dont		Duolingo
ceux-ci	ceux-ci		Duolingo
ceux-là	ceux-la		Duolingo
chacun	chacun	pronoun	Duolingo
chagrin	chagrin	noun	Duolingo
chaise	chaise	noun	Duolingo
chaises	chaises	noun	Duolingo
chaleur	chaleur	noun	Duolingo
chambre	chambre	noun	Duolingo
chambres	chambres	noun	Duolingo
champagne	champagne	noun	Duolingo
champignon	champignon	noun	Duolingo
champignons	champignons	noun	Duolingo
champion	champion	noun	Duolingo
championne	championne	noun	Duolingo
championnes	championnes	noun	Duolingo
champs	champs	noun	Duolingo
champs-élysées	champs-elysees		Duolingo
chance	chance	noun	Duolingo
change	change	verb	Duolingo
changement	changement	noun	Duolingo
changements	changements	noun	Duolingo
changer	changer	verb	Duolingo
chanson	chanson	noun	Duolingo
chansons	chansons	noun	Duolingo
chanté	chante	verb	Duolingo
chantent	chantent	verb	Duolingo
chanter	chanter	verb	Duolingo
chantes	chantes	verb	Duolingo
chanteur	chanteur	noun	Duolingo
chanteuse	chanteuse	noun	Duolingo
chantez	chantez	verb	Duolingo
chapeau	chapeau	noun	Duolingo
chapeaux	chapeaux	noun	Duolingo
chapitre	chapitre	noun	Duolingo
chaque	chaque	determiner	Duolingo
charge	charge	verb	Duolingo
chargeons	chargeons	verb	Duolingo
chargeur	chargeur	noun	Duolingo
chargeurs	chargeurs	noun	Duolingo
charlemagne	charlemagne	proper noun	Duolingo
chat	chat	noun	Duolingo
château	chateau	noun	Duolingo
châteaux	chateaux	noun	Duolingo
chats	chats	noun	Duolingo
chatte	chatte	noun	Duolingo
chaud	chaud		Duolingo
chaud	chaud	adjective	Duolingo
chaud	chaud	adverb	Duolingo
chaude	chaude	adjective	Duolingo
chaudes	chaudes	adjective	Duolingo
chauffage	chauffage	noun	Duolingo
chauffeur	chauffeur	noun	Duolingo
chaussette	chaussette	noun	Duolingo
chaussettes	chaussettes	noun	Duolingo
chaussure	chaussure	noun	Duolingo
chaussures	chaussures	noun	Duolingo
chef	chef		Duolingo
chef	chef	noun	Duolingo
chemise	chemise	noun	Duolingo
chemises	chemises	noun	Duolingo
cher	cher	adjective	Duolingo
cherchaient	cherchaient	verb	Duolingo
cherchais	cherchais	verb	Duolingo
cherchait	cherchait	verb	Duolingo
cherchant	cherchant	verb	Duolingo
cherche	cherche	verb	Duolingo
cherchent	cherchent	verb	Duolingo
chercher	chercher		Duolingo
chercher	chercher	verb	Duolingo
cherches	cherches	verb	Duolingo
cherchez	cherchez	verb	Duolingo
cherchions	cherchions	verb	Duolingo
cherchons	cherchons	verb	Duolingo
chère	chere	adjective	Duolingo
chères	cheres	adjective	Duolingo
chers	chers	adjective	Duolingo
cheval	cheval		Duolingo
cheval	cheval	noun	Duolingo
chevaux	chevaux	noun	Duolingo
cheveu	cheveu	noun	Duolingo
cheveux	cheveux	noun	Duolingo
cheville	cheville	noun	Duolingo
chevilles	chevilles	noun	Duolingo
chez	chez		Duolingo
chez	chez	preposition	Duolingo
chien	chien	noun	Duolingo
chienne	chienne	noun	Duolingo
chiennes	chiennes	noun	Duolingo
chiens	chiens	noun	Duolingo
chimie	chimie	noun	Duolingo
chine	chine	proper noun	Duolingo
chinois	chinois	adjective	Duolingo
chinois	chinois	noun	Duolingo
chinoise	chinoise	adjective	Duolingo
chinoise	chinoise	noun	Duolingo
choc	choc	noun	Duolingo
chocolat	chocolat	noun	Duolingo
chocolats	chocolats	noun	Duolingo
choisi	choisi	verb	Duolingo
choisir	choisir	verb	Duolingo
choisis	choisis	verb	Duolingo
choisissent	choisissent	verb	Duolingo
choisissez	choisissez	verb	Duolingo
choisissons	choisissons	verb	Duolingo
choisit	choisit	verb	Duolingo
choix	choix	noun	Duolingo
chômage	chomage	noun	Duolingo
chose	chose	noun	Duolingo
choses	choses	noun	Duolingo
chouette	chouette	noun	Duolingo
chouettes	chouettes	noun	Duolingo
chut	chut		Duolingo
chut	chut	interjection	Duolingo
ci	ci		Duolingo
ci	ci	adverb	Duolingo
ciel	ciel	noun	Duolingo
cigarette	cigarette	noun	Duolingo
cigarettes	cigarettes	noun	Duolingo
cinéma	cinema	noun	Duolingo
cinq	cinq	numeral	Duolingo
cinquante	cinquante	numeral	Duolingo
cinquante-et-un	cinquante-et-un		Duolingo
cinquième	cinquieme	adjective	Duolingo
cinquième	cinquieme	noun	Duolingo
circulation	circulation	noun	Duolingo
ciseaux	ciseaux	noun	Duolingo
citer	citer	verb	Duolingo
citoyen	citoyen	noun	Duolingo
citoyenne	citoyenne	noun	Duolingo
citoyens	citoyens	noun	Duolingo
citron	citron	noun	Duolingo
citrons	citrons	noun	Duolingo
clair	clair	adjective	Duolingo
claire	claire	adjective	Duolingo
clairement	clairement	adverb	Duolingo
clairs	clairs	adjective	Duolingo
classe	classe	noun	Duolingo
classique	classique	adjective	Duolingo
clavier	clavier	noun	Duolingo
claviers	claviers	noun	Duolingo
clé	cle	noun	Duolingo
clés	cles	noun	Duolingo
client	client	noun	Duolingo
clientes	clientes	noun	Duolingo
clients	clients	noun	Duolingo
climat	climat	noun	Duolingo
clinique	clinique	noun	Duolingo
cliqué	clique	verb	Duolingo
cliquer	cliquer	verb	Duolingo
clown	clown	noun	Duolingo
clowns	clowns	noun	Duolingo
club	club	noun	Duolingo
cochon	cochon	noun	Duolingo
cochons	cochons	noun	Duolingo
code	code	noun	Duolingo
cœur	coeur	noun	Duolingo
coiffe	coiffe	verb	Duolingo
coiffée	coiffee	verb	Duolingo
coiffées	coiffees	verb	Duolingo
coiffer	coiffer	verb	Duolingo
coiffeur	coiffeur	noun	Duolingo
coiffeurs	coiffeurs	noun	Duolingo
coiffeuse	coiffeuse	noun	Duolingo
coiffez	coiffez	verb	Duolingo
coin	coin	noun	Duolingo
coins	coins	noun	Duolingo
colère	colere	noun	Duolingo
collants	collants	noun	Duolingo
collègue	collegue	noun	Duolingo
collègues	collegues	noun	Duolingo
collier	collier	noun	Duolingo
colliers	colliers	noun	Duolingo
collines	collines	noun	Duolingo
colonne	colonne	noun	Duolingo
combat	combat	verb	Duolingo
combattent	combattent	verb	Duolingo
combien	combien	adverb	Duolingo
combien	combien	pronoun	Duolingo
combien de	combien de		Duolingo
combien de temps	combien de temps		Duolingo
commande	commande	noun	Duolingo
commande	commande	verb	Duolingo
commandent	commandent	verb	Duolingo
commander	commander	verb	Duolingo
comme	comme	adverb	Duolingo
comme	comme	conjunction	Duolingo
comme ça	comme ca		Duolingo
comme d'habitude	comme d'habitude		Duolingo
commencé	commence	verb	Duolingo
commencé à	commence a		Duolingo
commencent	commencent	verb	Duolingo
commencer	commencer	verb	Duolingo
commencer à	commencer a		Duolingo
commencez	commencez	verb	Duolingo
commençons	commencons	verb	Duolingo
comment	comment		Duolingo
comment	comment	adverb	Duolingo
comment ça va	comment ca va		Duolingo
comment est-ce que	comment est-ce que		Duolingo
comment est-ce que je fais pour	comment est-ce que je fais pour		Duolingo
comment tu t'appelles	comment tu t'appelles		Duolingo
commentaire	commentaire	noun	Duolingo
commentaires	commentaires	noun	Duolingo
commode	commode	noun	Duolingo
communication	communication	noun	Duolingo
compagnie	compagnie	noun	Duolingo
compétition	competition	noun	Duolingo
complet	complet	adjective	Duolingo
complètement	completement	adverb	Duolingo
complètent	completent	verb	Duolingo
compléter	completer	verb	Duolingo
comprenant	comprenant	verb	Duolingo
comprend	comprend		Duolingo
comprend	comprend	verb	Duolingo
comprendre	comprendre		Duolingo
comprendre	comprendre	verb	Duolingo
comprendront	comprendront	verb	Duolingo
comprends	comprends		Duolingo
comprends	comprends	verb	Duolingo
comprenez	comprenez		Duolingo
comprenez	comprenez	verb	Duolingo
comprennent	comprennent		Duolingo
comprennent	comprennent	verb	Duolingo
comprenons	comprenons		Duolingo
comprenons	comprenons	verb	Duolingo
compris	compris	adjective	Duolingo
compris	compris	verb	Duolingo
comprises	comprises	adjective	Duolingo
compte	compte	noun	Duolingo
compte de	compte de		Duolingo
compter	compter	verb	Duolingo
comptes	comptes	noun	Duolingo
concept	concept	noun	Duolingo
concepts	concepts	noun	Duolingo
concernant	concernant	preposition	Duolingo
concerne	concerne	verb	Duolingo
concert	concert	noun	Duolingo
conclure	conclure	verb	Duolingo
conclusion	conclusion	noun	Duolingo
concours	concours	noun	Duolingo
concurrence	concurrence	noun	Duolingo
condition	condition	noun	Duolingo
conditions	conditions	noun	Duolingo
conduire	conduire	verb	Duolingo
conduirez	conduirez	verb	Duolingo
conduirons	conduirons	verb	Duolingo
conduis	conduis	verb	Duolingo
conduisaient	conduisaient	verb	Duolingo
conduisais	conduisais	verb	Duolingo
conduisent	conduisent	verb	Duolingo
conduisez	conduisez	verb	Duolingo
conduisons	conduisons	verb	Duolingo
conduit	conduit	verb	Duolingo
conférence	conference	noun	Duolingo
confiance	confiance	noun	Duolingo
confiture	confiture	noun	Duolingo
conflit	conflit	noun	Duolingo
conflits	conflits	noun	Duolingo
confortable	confortable	adjective	Duolingo
confortables	confortables	adjective	Duolingo
congo	congo	proper noun	Duolingo
congrès	congres	noun	Duolingo
connais	connais	verb	Duolingo
connaissais	connaissais	verb	Duolingo
connaissance	connaissance	noun	Duolingo
connaissances	connaissances	noun	Duolingo
connaissent	connaissent	verb	Duolingo
connaissez	connaissez	verb	Duolingo
connaissions	connaissions	verb	Duolingo
connaissons	connaissons	verb	Duolingo
connaît	connait	verb	Duolingo
connaître	connaitre	verb	Duolingo
conseil	conseil	noun	Duolingo
conseille	conseille	verb	Duolingo
conseiller	conseiller	verb	Duolingo
conseils	conseils	noun	Duolingo
considérablement	considerablement	adverb	Duolingo
consiste	consiste	verb	Duolingo
consommateur	consommateur	noun	Duolingo
consommateurs	consommateurs	noun	Duolingo
consommation	consommation	noun	Duolingo
consommer	consommer	verb	Duolingo
constamment	constamment	adverb	Duolingo
constater	constater	verb	Duolingo
construction	construction	noun	Duolingo
construire	construire	verb	Duolingo
consulter	consulter	verb	Duolingo
contact	contact	noun	Duolingo
contacter	contacter	verb	Duolingo
contenir	contenir	verb	Duolingo
content	content		Duolingo
content	content	adjective	Duolingo
contente	contente		Duolingo
contente	contente	adjective	Duolingo
contentes	contentes	adjective	Duolingo
contents	contents	adjective	Duolingo
contient	contient	verb	Duolingo
continent	continent	noun	Duolingo
continents	continents	noun	Duolingo
continué	continue	verb	Duolingo
continuer	continuer	verb	Duolingo
continuez	continuez	verb	Duolingo
contrat	contrat	noun	Duolingo
contrats	contrats	noun	Duolingo
contre	contre	adverb	Duolingo
contre	contre	preposition	Duolingo
contrôle	controle	noun	Duolingo
contrôler	controler	verb	Duolingo
convaincre	convaincre	verb	Duolingo
conversation	conversation	noun	Duolingo
conversations	conversations	noun	Duolingo
copain	copain		Duolingo
copain	copain	noun	Duolingo
copains	copains	noun	Duolingo
copie	copie	verb	Duolingo
copié sur	copie sur		Duolingo
copine	copine		Duolingo
copine	copine	noun	Duolingo
copines	copines	noun	Duolingo
coq	coq	noun	Duolingo
corps	corps	noun	Duolingo
correctement	correctement	adverb	Duolingo
correctes	correctes	adjective	Duolingo
corse	corse	proper noun	Duolingo
costume	costume	noun	Duolingo
costumes	costumes	noun	Duolingo
côté	cote	noun	Duolingo
côte à côte	cote a cote		Duolingo
côte à côte	cote a cote	conjunction	Duolingo
côte d'ivoire	cote d'ivoire		Duolingo
côtés	cotes	noun	Duolingo
coton	coton	noun	Duolingo
cou	cou	noun	Duolingo
couché	couche	verb	Duolingo
couchée	couchee	verb	Duolingo
couchent	couchent	verb	Duolingo
coucher	coucher	verb	Duolingo
couches	couches	verb	Duolingo
coucou	coucou	interjection	Duolingo
coudre	coudre	verb	Duolingo
couleur	couleur	noun	Duolingo
couloir	couloir	noun	Duolingo
couloirs	couloirs	noun	Duolingo
coup	coup	noun	Duolingo
coup d'œil	coup d'oeil		Duolingo
coup de pied	coup de pied		Duolingo
coup de soleil	coup de soleil		Duolingo
coupé	coupe	verb	Duolingo
coupée	coupee	verb	Duolingo
couper	couper	verb	Duolingo
couple	couple	noun	Duolingo
courage	courage	noun	Duolingo
couramment	couramment	adverb	Duolingo
courant	courant	noun	Duolingo
courent	courent	verb	Duolingo
courez	courez	verb	Duolingo
courir	courir	verb	Duolingo
courons	courons	verb	Duolingo
cours	cours	noun	Duolingo
cours	cours	verb	Duolingo
course	course	noun	Duolingo
course à pied	course a pied		Duolingo
courses	courses	noun	Duolingo
court	court	adjective	Duolingo
court	court	verb	Duolingo
courte	courte	adjective	Duolingo
courtes	courtes	adjective	Duolingo
courts	courts	adjective	Duolingo
couru	couru	verb	Duolingo
cousin	cousin	noun	Duolingo
cousine	cousine	noun	Duolingo
cousins	cousins	noun	Duolingo
coussin	coussin	noun	Duolingo
coussins	coussins	noun	Duolingo
coûte	coute	verb	Duolingo
couteau	couteau	noun	Duolingo
couteaux	couteaux	noun	Duolingo
coûtent	coutent	verb	Duolingo
coûter	couter	verb	Duolingo
couverts	couverts	noun	Duolingo
couverture	couverture	noun	Duolingo
couvertures	couvertures	noun	Duolingo
couvrent	couvrent	verb	Duolingo
couvres	couvres	verb	Duolingo
couvrez	couvrez	verb	Duolingo
couvrir	couvrir		Duolingo
couvrons	couvrons	verb	Duolingo
cravates	cravates	noun	Duolingo
crayon	crayon	noun	Duolingo
création	creation	noun	Duolingo
crédits	credits	noun	Duolingo
crée	cree	verb	Duolingo
créer	creer	verb	Duolingo
crées	crees	verb	Duolingo
créez	creez	verb	Duolingo
crème	creme	noun	Duolingo
crème fraîche	creme fraiche		Duolingo
crème solaire	creme solaire		Duolingo
créons	creons	verb	Duolingo
crêpe	crepe	noun	Duolingo
crêpes	crepes	noun	Duolingo
crevettes	crevettes	noun	Duolingo
crié	crie	verb	Duolingo
crier	crier	verb	Duolingo
crime	crime	noun	Duolingo
cris	cris	noun	Duolingo
crise	crise	noun	Duolingo
critique	critique	noun	Duolingo
critiques	critiques	noun	Duolingo
croient	croient	verb	Duolingo
croire	croire	verb	Duolingo
crois	crois	verb	Duolingo
croissance	croissance	noun	Duolingo
croissant	croissant	noun	Duolingo
croissants	croissants	noun	Duolingo
croit	croit	verb	Duolingo
croix	croix	noun	Duolingo
croyait	croyait	verb	Duolingo
croyions	croyions	verb	Duolingo
cru	cru	adjective	Duolingo
crus	crus	adjective	Duolingo
cuillère	cuillere	noun	Duolingo
cuir	cuir	noun	Duolingo
cuire	cuire	verb	Duolingo
cuisine	cuisine	noun	Duolingo
cuisiné	cuisine	verb	Duolingo
cuisiner	cuisiner	verb	Duolingo
cuisines	cuisines	verb	Duolingo
cuisinez	cuisinez	verb	Duolingo
cuisinier	cuisinier	noun	Duolingo
cuisinière	cuisiniere	noun	Duolingo
cuisinons	cuisinons	verb	Duolingo
cuits	cuits	adjective	Duolingo
cuivre	cuivre	noun	Duolingo
culture	culture	noun	Duolingo
culturel	culturel	adjective	Duolingo
culturelles	culturelles	adjective	Duolingo
curieux	curieux	adjective	Duolingo
curry	curry	noun	Duolingo
cv	cv	noun	Duolingo
d'	d'		Duolingo
d'	d'	preposition	Duolingo
d'à côté	d'a cote		Duolingo
d'abord	d'abord		Duolingo
d'accord	d'accord		Duolingo
d'accord	d'accord	adverb	Duolingo
d'âge moyen	d'age moyen		Duolingo
d'ailleurs	d'ailleurs		Duolingo
d'amour	d'amour		Duolingo
d'après	d'apres	preposition	Duolingo
d'autres	d'autres		Duolingo
d'avance	d'avance		Duolingo
d'aventure	d'aventure		Duolingo
d'habitude	d'habitude		Duolingo
d'occasion	d'occasion		Duolingo
d'origine	d'origine		Duolingo
d'orsay	d'orsay		Duolingo
d'outre-mer	d'outre-mer		Duolingo
dame	dame	noun	Duolingo
danger	danger	noun	Duolingo
dangereusement	dangereusement	adverb	Duolingo
dangereuses	dangereuses	adjective	Duolingo
dangereux	dangereux	adjective	Duolingo
dans	dans	preposition	Duolingo
dans ce cas	dans ce cas		Duolingo
dans deux jours	dans deux jours		Duolingo
dans la vie	dans la vie		Duolingo
dans le nord	dans le nord		Duolingo
dans le sud	dans le sud		Duolingo
dans un mois	dans un mois		Duolingo
danse	danse	noun	Duolingo
dansé	danse	verb	Duolingo
danse classique	danse classique		Duolingo
dansent	dansent	verb	Duolingo
danser	danser	verb	Duolingo
danseront	danseront	verb	Duolingo
danses	danses	noun	Duolingo
danses	danses	verb	Duolingo
danseur	danseur	noun	Duolingo
danseuse	danseuse	noun	Duolingo
dansez	dansez	verb	Duolingo
dansons	dansons	verb	Duolingo
date	date	noun	Duolingo
dates	dates	noun	Duolingo
dauphin	dauphin	noun	Duolingo
davantage	davantage	adverb	Duolingo
de	de		Duolingo
de	de	preposition	Duolingo
de cette manière	de cette maniere		Duolingo
de classe	de classe		Duolingo
de derrière	de derriere		Duolingo
de devant	de devant		Duolingo
de l'	de l'		Duolingo
de l'après-midi	de l'apres-midi		Duolingo
de l'autre côté	de l'autre cote		Duolingo
de l'est	de l'est		Duolingo
de l'exercice	de l'exercice		Duolingo
de la	de la		Duolingo
de la brioche	de la brioche		Duolingo
de la confiture	de la confiture		Duolingo
de la famille	de la famille		Duolingo
de la musique	de la musique		Duolingo
de laquelle	de laquelle	pronoun	Duolingo
de manière à	de maniere a		Duolingo
de moins en moins	de moins en moins		Duolingo
de nos jours	de nos jours		Duolingo
de peur	de peur		Duolingo
de pire en pire	de pire en pire		Duolingo
de plein air	de plein air		Duolingo
de plus	de plus		Duolingo
de plus en plus	de plus en plus		Duolingo
de rien	de rien		Duolingo
de sport	de sport		Duolingo
de toute façon	de toute facon		Duolingo
de travail	de travail		Duolingo
de valeur	de valeur		Duolingo
débarrasser	debarrasser	verb	Duolingo
débat	debat	noun	Duolingo
debout	debout	adverb	Duolingo
début	debut	noun	Duolingo
débutant	debutant	adjective	Duolingo
débutant	debutant	noun	Duolingo
débutante	debutante	adjective	Duolingo
débutante	debutante	noun	Duolingo
décalage horaire	decalage horaire	noun	Duolingo
décembre	decembre	noun	Duolingo
décès	deces	noun	Duolingo
décevoir	decevoir	verb	Duolingo
décider	decider	verb	Duolingo
décision	decision	noun	Duolingo
décisions	decisions	noun	Duolingo
déclarer	declarer	verb	Duolingo
découverte	decouverte	noun	Duolingo
découvre	decouvre	verb	Duolingo
découvrir	decouvrir	verb	Duolingo
découvrons	decouvrons	verb	Duolingo
décrire	decrire	verb	Duolingo
décris	decris	verb	Duolingo
déçues	decues	adjective	Duolingo
déçus	decus	adjective	Duolingo
dedans	dedans	adverb	Duolingo
défendre	defendre	verb	Duolingo
défense	defense	noun	Duolingo
définir	definir	verb	Duolingo
définition	definition	noun	Duolingo
définitivement	definitivement	adverb	Duolingo
dégoûtant	degoutant	adjective	Duolingo
dégoûtante	degoutante	adjective	Duolingo
degré	degre	noun	Duolingo
degrés	degres	noun	Duolingo
dehors	dehors	adverb	Duolingo
déjà	deja	adverb	Duolingo
déjeuné	dejeune	verb	Duolingo
déjeuner	dejeuner	noun	Duolingo
déjeuner	dejeuner	verb	Duolingo
déjeunez	dejeunez	verb	Duolingo
délicieuse	delicieuse	adjective	Duolingo
délicieux	delicieux	adjective	Duolingo
demain	demain	adverb	Duolingo
demandant	demandant	verb	Duolingo
demande	demande	noun	Duolingo
demandé	demande	verb	Duolingo
demande-lui	demande-lui	verb	Duolingo
demandent	demandent	verb	Duolingo
demander	demander	verb	Duolingo
demandes	demandes	verb	Duolingo
demandez	demandez	verb	Duolingo
demandons	demandons	verb	Duolingo
démarrer	demarrer	verb	Duolingo
demi	demi	adjective	Duolingo
demi	demi	noun	Duolingo
demi-heure	demi-heure	noun	Duolingo
demie	demie	adjective	Duolingo
demie	demie	noun	Duolingo
démocratie	democratie	noun	Duolingo
démontre	demontre	verb	Duolingo
dent	dent	noun	Duolingo
dentiste	dentiste	noun	Duolingo
dentistes	dentistes	noun	Duolingo
dents	dents	noun	Duolingo
départ	depart	noun	Duolingo
dépêche	depeche	verb	Duolingo
dépêche-toi	depeche-toi		Duolingo
dépêchent	depechent	verb	Duolingo
dépêcher	depecher	verb	Duolingo
dépêchés	depeches	verb	Duolingo
dépêchez-vous	depechez-vous		Duolingo
dépêchons-nous	depechons-nous		Duolingo
dépend	depend	verb	Duolingo
dépense	depense	verb	Duolingo
dépenser	depenser	verb	Duolingo
dépenses	depenses	verb	Duolingo
dépensons	depensons	verb	Duolingo
déplacer	deplacer	verb	Duolingo
depuis	depuis		Duolingo
depuis	depuis	adverb	Duolingo
depuis	depuis	preposition	Duolingo
depuis longtemps	depuis longtemps		Duolingo
depuis qu'	depuis qu'		Duolingo
depuis que	depuis que		Duolingo
déranger	deranger	verb	Duolingo
déranges	deranges	verb	Duolingo
dernier	dernier	adjective	Duolingo
dernière	derniere	adjective	Duolingo
dernièrement	dernierement	adverb	Duolingo
dernières	dernieres	adjective	Duolingo
derrière	derriere	adverb	Duolingo
derrière	derriere	preposition	Duolingo
dès	des	adverb	Duolingo
des	des	determiner	Duolingo
des	des	preposition	Duolingo
dès qu'	des qu'		Duolingo
dès que	des que		Duolingo
descend	descend	verb	Duolingo
descendant	descendant	verb	Duolingo
descendent	descendent	verb	Duolingo
descendre	descendre	verb	Duolingo
descends	descends	verb	Duolingo
descendu	descendu	verb	Duolingo
descendues	descendues	verb	Duolingo
descendus	descendus	verb	Duolingo
description	description	noun	Duolingo
désert	desert	noun	Duolingo
désir	desir	noun	Duolingo
désirons	desirons	verb	Duolingo
désolé	desole	adjective	Duolingo
désolée	desolee	adjective	Duolingo
désolées	desolees	adjective	Duolingo
désolés	desoles	adjective	Duolingo
désormais	desormais	adverb	Duolingo
desquelles	desquelles	pronoun	Duolingo
desquels	desquels		Duolingo
dessert	dessert	noun	Duolingo
dessin	dessin	noun	Duolingo
dessin animé	dessin anime		Duolingo
dessiné	dessine	verb	Duolingo
dessiner	dessiner	verb	Duolingo
dessines	dessines	verb	Duolingo
dessinez	dessinez	verb	Duolingo
dessins	dessins	noun	Duolingo
dessous	dessous	adverb	Duolingo
dessus	dessus	adverb	Duolingo
destin	destin	noun	Duolingo
destination	destination	noun	Duolingo
détail	detail	noun	Duolingo
détails	details	noun	Duolingo
détesté	deteste	verb	Duolingo
détestent	detestent	verb	Duolingo
détestes	detestes	verb	Duolingo
détestez	detestez	verb	Duolingo
détestons	detestons	verb	Duolingo
détruire	detruire	verb	Duolingo
dette	dette	noun	Duolingo
deux	deux	numeral	Duolingo
deux fois	deux fois		Duolingo
deux mille	deux mille		Duolingo
deuxième	deuxieme	adjective	Duolingo
devais	devais	verb	Duolingo
devant	devant	adverb	Duolingo
devant	devant	preposition	Duolingo
développement	developpement	noun	Duolingo
développer	developper	verb	Duolingo
devenez	devenez	verb	Duolingo
devenir	devenir	verb	Duolingo
devenons	devenons	verb	Duolingo
devenu	devenu	verb	Duolingo
devenue	devenue	verb	Duolingo
devenues	devenues	verb	Duolingo
devenus	devenus	verb	Duolingo
devez	devez	verb	Duolingo
devez pas	devez pas		Duolingo
deviennent	deviennent	verb	Duolingo
deviens	deviens	verb	Duolingo
devient	devient	verb	Duolingo
devions	devions	verb	Duolingo
devoir	devoir	noun	Duolingo
devoir	devoir	verb	Duolingo
devoirs	devoirs	noun	Duolingo
devons	devons	verb	Duolingo
devra	devra	verb	Duolingo
devrai	devrai	verb	Duolingo
devrais	devrais	verb	Duolingo
devrait	devrait	verb	Duolingo
devras	devras	verb	Duolingo
devrez	devrez	verb	Duolingo
devriez	devriez	verb	Duolingo
devrons	devrons	verb	Duolingo
